timestamp,level,cpu_percent,rss_mb,threads,postgres_connections,redis_ping_ms,neo4j_ping_ms
10090836.858078033,20,80.5,1357.07421875,18,7,1.4759320765733719,3.779912367463112
10090837.988722408,20,200.8,1429.83203125,28,9,0.911252573132515,2.9344335198402405
10090839.119812123,20,150.3,1490.96484375,28,6,0.8179042488336563,3.3702366054058075
10090840.249469928,20,231.0,1598.80859375,28,10,0.8861608803272247,2.9083043336868286
10090841.370767972,20,144.5,1600.93359375,28,7,0.56450255215168,2.6695337146520615
10090842.495965969,20,166.2,1614.90625,28,11,1.7260704189538956,5.268529057502747
10090843.634389771,20,208.2,1621.56640625,28,7,0.5598179996013641,3.036562353372574
10090844.764358733,20,165.5,1649.6328125,28,10,0.8333045989274979,2.825487405061722
10090845.896996308,20,213.7,1656.6171875,28,10,1.9560381770133972,8.202072232961655
10090847.033363745,20,177.8,1662.80859375,28,8,0.5855672061443329,2.6472900062799454
10090848.15906562,20,159.0,1662.80859375,28,8,0.7477942854166031,2.7927029877901077
10090849.288954437,20,213.3,1662.8125,28,9,1.0033920407295227,2.5462359189987183
10090850.418756004,20,162.9,1662.8203125,28,8,0.78556127846241,3.010939806699753
10090851.552096864,20,172.9,1667.84375,28,9,0.6026159971952438,2.6462189853191376
10090852.741759144,20,189.1,1676.42578125,28,7,0.4919152706861496,2.435067668557167
10090853.869506292,20,187.1,1682.4375,28,8,0.8927211165428162,2.8926637023687363
10090854.999319516,20,169.1,1696.6640625,28,10,1.2541785836219788,3.57656367123127
10090856.123473298,20,177.0,1696.6640625,28,7,0.7176399230957031,2.7281902730464935
10090857.252562068,20,195.7,1696.66796875,28,9,0.8684918284416199,2.899646759033203
10090858.380572012,20,174.6,1696.66796875,28,7,0.8964389562606812,3.039030358195305
10090859.507480197,20,175.7,1701.3203125,28,7,0.7338561117649078,2.802731469273567
10090860.637922298,20,189.3,1710.5859375,28,7,0.8094590157270432,2.878086641430855
10090861.758199343,20,183.0,1710.828125,28,7,0.724518671631813,2.7003660798072815
10090862.883526647,20,177.7,1710.83203125,28,10,0.8413475006818771,2.8827060014009476
10090864.013760109,20,214.1,1710.83203125,28,9,0.8624717593193054,3.1623821705579758
10090865.143047253,20,155.9,1710.83203125,28,8,0.8054710924625397,2.8117280453443527
10090866.269277466,20,189.1,1710.83203125,28,9,0.8652247488498688,2.723388373851776
