timestamp,level,cpu_percent,rss_mb,threads,postgres_connections,redis_ping_ms,neo4j_ping_ms
10090742.428653823,1,30.5,983.3984375,9,6,0.7193963974714279,2.8110016137361526
10090743.55862192,1,71.7,1046.74609375,9,6,0.6811302155256271,2.770841121673584
10090744.683450967,1,66.7,1047.04296875,9,6,0.9435005486011505,3.0213147401809692
10090745.808963908,1,65.7,1047.17578125,9,6,0.9400192648172379,3.906210884451866
10090746.936138395,1,63.0,1053.8046875,9,6,0.6358250975608826,2.897944301366806
10090748.061241783,1,62.2,1053.8046875,9,6,0.6596110761165619,2.8648320585489273
10090749.173214054,1,66.5,1053.8046875,9,6,0.8890759199857712,2.710452303290367
10090750.300267838,1,63.0,1053.8046875,9,6,11.853029951453209,2.6741232722997665
10090751.446681367,1,75.0,1053.8046875,9,6,1.6850084066390991,4.712661728262901
10090752.557672348,1,65.7,1053.8046875,9,6,0.7813684642314911,2.6217903941869736
10090753.672154948,1,63.7,1061.734375,9,6,0.8223596960306168,2.606252208352089
10090754.797532788,1,68.4,1061.734375,9,6,3.0214637517929077,6.214229390025139
10090755.934603889,1,60.7,1061.8828125,9,6,0.6020721048116684,2.7021467685699463
10090757.06580392,1,60.1,1061.9296875,9,6,0.8378848433494568,2.8609074652194977
10090758.193608852,1,63.0,1061.9296875,9,6,0.8636154234409332,8.823854848742485
10090759.325651456,1,64.5,1061.9296875,9,6,0.630086287856102,2.7592815458774567
10090760.456065822,1,59.3,1061.96875,9,6,0.6499569863080978,2.519844099879265
10090761.580605136,1,69.4,1061.96875,9,6,1.6565173864364624,2.922791987657547
10090762.7069354,1,75.5,1061.96875,9,6,0.6835833191871643,2.5279726833105087
10090763.830912273,1,59.6,1061.97265625,9,6,0.7824096828699112,2.593742683529854
10090764.955026636,1,56.0,1061.97265625,9,6,0.8252691477537155,2.575742080807686
10090766.08157292,1,63.0,1061.97265625,9,6,0.5704518407583237,2.553563565015793
10090767.208481988,1,65.7,1061.98046875,9,6,0.9434167295694351,2.754494547843933
10090768.340516377,1,58.3,1061.98046875,9,6,0.6665084511041641,2.8380975127220154
10090769.46161374,1,71.4,1061.98046875,9,6,0.5234498530626297,2.5863610208034515
10090770.58258312,1,63.3,1061.98046875,9,6,0.48726052045822144,2.48064287006855
10090771.706558548,1,73.8,1061.98046875,9,6,2.0274128764867783,3.0018314719200134
