timestamp,level,cpu_percent,rss_mb,threads,postgres_connections,redis_ping_ms,neo4j_ping_ms
10067255.504224686,1,136.5,919.93359375,80,6,1.1227186769247055,5.964703857898712
10067257.225765824,1,813.8,949.171875,80,6,0.9460616856813431,4.328249022364616
10067258.749756156,1,740.8,971.15234375,81,6,0.6759408861398697,4.375772550702095
10067259.887762628,1,46.6,981.32421875,81,6,0.697016716003418,3.3294595777988434
10067261.016847534,1,0.9,981.32421875,81,6,0.699855387210846,3.3825915306806564
10067262.129803784,1,204.0,1001.30859375,81,6,0.7542520761489868,3.3683832734823227
10067263.61829536,1,381.7,1001.37109375,81,6,1.1685416102409363,4.109952598810196
10067264.982965669,1,753.2,1001.37109375,81,6,0.540655106306076,3.152884542942047
10067266.110158475,1,0.9,1001.37109375,81,6,1.2065917253494263,4.469674080610275
10067267.710745355,1,473.6,1013.2734375,81,6,84.58840101957321,4.755467176437378
10067269.22952058,1,807.2,1029.4296875,81,6,0.9080413728952408,4.199722781777382
10067270.732705796,1,738.4,1052.0859375,81,6,0.8697565644979477,3.2181888818740845
10067271.859891271,1,5.3,1052.08984375,81,6,0.8192397654056549,3.474416211247444
10067272.98537433,1,0.0,1052.08984375,81,6,0.8870009332895279,3.286931663751602
10067274.60839657,1,577.9,1057.19921875,81,6,79.10219207406044,7.176922634243965
10067275.822702976,1,378.0,1057.35546875,81,6,0.8315220475196838,3.286276012659073
10067276.946921429,1,0.0,1057.35546875,81,6,0.8572526276111603,3.128206357359886
10067278.510740452,1,435.5,1058.78515625,81,6,3.682592883706093,8.378447964787483
10067279.740396667,1,689.6,1058.95703125,81,6,0.6520058959722519,3.8030557334423065
10067280.870787255,1,0.0,1058.95703125,81,6,0.5707424134016037,3.6315619945526123
10067281.999492066,1,0.0,1058.95703125,81,6,2.452343702316284,6.496032699942589
10067283.804980941,1,668.5,1059.49609375,81,6,0.7045958191156387,5.634652450680733
10067285.417634616,1,812.3,1059.51953125,81,6,4.210103303194046,5.0725433975458145
10067287.017410144,1,763.9,1059.51953125,81,6,0.8594095706939697,3.766138106584549
10067288.518927945,1,702.6,1059.625,81,6,0.7547754794359207,7.5301602482795715
10067290.40088399,1,766.3,1059.62890625,81,6,1.3999193906784058,5.928896367549896
10067291.5339619,1,421.8,1059.62890625,81,6,0.8498989045619965,3.435872495174408
10067292.658760048,1,0.0,1059.62890625,81,6,0.8289925754070282,3.6131031811237335
10067293.79210835,1,11.5,1062.51953125,81,6,0.8414890617132187,10.248715057969093
10067295.623536648,1,817.9,1062.5859375,81,6,0.7256921380758286,3.8940273225307465
10067296.829104893,1,678.5,1062.58984375,81,6,0.8239839226007462,3.714893013238907
10067298.52699008,1,745.0,1062.609375,81,6,5.8232322335243225,7.298829033970833
10067300.100882111,1,758.0,1062.609375,81,6,2.177247777581215,4.204336553812027
10067301.912481776,1,803.7,1062.609375,81,6,2.174627035856247,9.069012477993965
10067303.46201522,1,743.4,1062.609375,81,7,0.7129590958356857,3.9976052939891815
10067305.028898502,1,762.7,1062.609375,81,6,2.4428069591522217,8.674507960677147
10067306.612459747,1,771.7,1062.640625,81,6,79.34870757162571,4.497706890106201
10067308.23057774,1,807.1,1062.640625,81,6,1.0715071111917496,4.184242337942123
10067309.817947388,1,509.0,1062.640625,81,6,0.708824023604393,84.94145423173904
10067311.503127612,1,767.3,1062.68359375,81,6,1.5880409628152847,9.712591767311096
10067313.12301213,1,811.8,1062.68359375,81,6,3.7035439163446426,5.535861477255821
10067314.658736307,1,737.1,1062.68359375,81,6,0.8282996714115143,3.5785697400569916
10067316.112516778,1,740.1,1062.68359375,81,6,82.73140527307987,9.797962382435799
10067317.9124542,1,779.5,1062.734375,81,6,0.7514320313930511,4.1456762701272964
10067319.501973337,1,782.6,1295.69921875,81,6,0.8845701813697815,7.799334824085236
10067320.654157791,1,342.8,1295.8046875,81,6,0.7138606160879135,5.461525171995163
10067321.79479272,1,0.0,1295.8046875,81,6,4.172205924987793,3.9758775383234024
10067322.93276382,1,17.6,1300.109375,81,6,0.5974173545837402,3.5757888108491898
10067324.066758584,1,15.9,1300.109375,81,6,0.5823392421007156,3.7000998854637146
10067325.19784265,1,0.9,1300.109375,81,6,3.129880875349045,5.294857546687126
10067326.716666428,1,452.3,1303.01171875,81,6,0.8629709482192993,4.697015509009361
10067328.32223204,1,794.1,1303.98046875,81,6,1.296425238251686,12.559304013848305
10067329.541858552,1,72.2,1303.98046875,81,6,0.594697892665863,4.563616588711739
10067330.671672653,1,0.0,1303.98046875,81,6,0.8094515651464462,3.755347803235054
10067332.503056947,1,614.8,1305.234375,81,6,0.9187478572130203,9.640857577323914
10067333.73134164,1,533.3,1306.70703125,81,6,0.8865520358085632,4.032023251056671
10067334.860671705,1,0.0,1306.70703125,81,6,0.8443724364042282,3.644997254014015
10067336.316913685,1,291.9,1307.27734375,81,6,91.49213321506977,8.2504041492939
10067337.632480465,1,599.7,1307.27734375,81,6,0.7238965481519699,4.0778834372758865
10067338.76309326,1,0.0,1307.27734375,81,6,0.7476024329662323,3.9289556443691254
10067339.892815288,1,7.1,1307.27734375,81,6,0.6057675927877426,14.917325228452682
10067341.419898815,1,772.1,1307.83203125,81,6,1.0397769510746002,3.911057487130165
10067343.121968636,1,792.0,1307.83203125,81,6,87.35210075974464,5.911907181143761
10067344.816509468,1,781.3,1308.0234375,81,6,1.8122810870409012,14.807390049099922
10067346.043398155,1,625.2,1308.0234375,81,6,0.5354806780815125,3.734789788722992
10067347.52173009,1,846.9,1308.0234375,81,6,3.3397097140550613,98.73525239527225
10067349.209287552,1,767.4,1308.0234375,81,6,0.6716158241033554,83.8549043983221
10067350.43366328,1,180.5,1308.0234375,81,6,0.5660094320774078,3.6001503467559814
10067351.566333575,1,0.0,1308.0234375,81,6,0.6722621619701385,3.7898048758506775
10067353.303727653,1,492.1,1308.0234375,81,6,1.0345596820116043,3.697248175740242
