Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,POST /v1/query [semantic],2,0,25172.416538000107,25424.30435027927,25172.416538000107,25676.192162558436,535.5,0.07787796262138015,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
,Aggregated,2,0,25172.416538000107,25424.30435027927,25172.416538000107,25676.192162558436,535.5,0.07787796262138015,0.0,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000,26000
