timestamp,level,cpu_percent,rss_mb,threads,postgres_connections,redis_ping_ms,neo4j_ping_ms
10066765.012342388,10,784.4,1585.34375,400,6,3.9912164211273193,84.09566059708595
10066767.0056491,10,775.6,1589.22265625,400,6,0.6868895143270493,4.846278578042984
10066769.006431228,10,789.2,1593.75,402,6,0.6135087460279465,89.41973000764847
10066770.616361128,10,788.2,1631.75,678,6,7.457748055458069,6.602823734283447
10066772.624565031,10,790.3,1642.75390625,787,6,0.9045787155628204,7.294269278645515
10066774.304321865,10,751.3,1652.6015625,913,6,0.9957235306501389,4.635002464056015
10066775.908405462,10,784.2,1669.234375,976,6,2.0818524062633514,85.04376374185085
10066778.123098748,10,802.8,1669.41015625,976,6,82.75491185486317,15.19879698753357
10066780.703594172,10,764.2,1673.8515625,976,6,4.277240484952927,87.96567469835281
10066783.309406327,10,799.3,1685.08984375,976,6,0.7575005292892456,84.62746813893318
10066785.703331344,10,778.6,1689.703125,976,6,0.7685162127017975,88.71445246040821
10066788.301994845,10,791.6,1694.00390625,976,6,187.67297826707363,111.8162963539362
10066790.717315383,10,798.2,1694.02734375,976,6,81.94291591644287,7.378345355391502
10066793.409729855,10,795.2,1695.83203125,976,6,0.6853081285953522,93.17016042768955
10066795.3126215,10,790.4,1697.1796875,976,6,81.30498044192791,15.719624236226082
10066797.510092791,10,770.9,1697.4921875,976,6,0.687992200255394,81.78258128464222
