timestamp,level,cpu_percent,rss_mb,threads,postgres_connections,redis_ping_ms,neo4j_ping_ms
10066730.610844322,5,754.2,1055.90234375,80,6,0.928027555346489,4.561807960271835
10066732.512343813,5,719.5,1106.8125,400,6,1.0604094713926315,4.4172219932079315
10066734.311193556,5,792.2,1107.33984375,400,6,0.9152386337518692,10.06285473704338
10066736.209245436,5,787.6,1107.71875,400,6,1.9537955522537231,9.593555703759193
10066738.126391657,5,806.4,1113.0390625,400,6,5.602449178695679,84.1307882219553
10066740.014075812,5,792.0,1113.703125,400,6,104.90444116294384,95.10325267910957
10066742.807324512,5,771.1,1115.13671875,400,6,87.39587478339672,10.827848687767982
10066744.607369738,5,779.4,1123.15234375,400,6,81.29016868770123,12.372197583317757
10066746.5157043,5,811.2,1128.703125,400,6,1.1581387370824814,6.855253130197525
10066748.508677712,5,781.7,1132.7734375,400,7,87.59074285626411,15.696901828050613
10066750.612959092,5,792.7,1134.24609375,400,6,0.7054731249809265,104.55435700714588
10066752.52397308,5,803.3,1137.96484375,400,7,82.28829130530357,5.505315959453583
10066754.400551762,5,761.0,1144.3203125,400,6,0.6564036011695862,92.94447302818298
10066756.52196681,5,808.0,1315.87109375,400,6,2.661997452378273,10.893937200307846
10066758.519320147,5,776.5,1325.71875,400,6,0.8533205837011337,76.78912580013275
10066760.40146504,5,774.2,1449.0703125,400,6,1.8789451569318771,14.779720455408096
10066762.512952225,5,791.9,1472.41015625,400,6,2.676684409379959,91.26323275268078
